model,base_id,split,arm,binding,cell,style,variant,question,kind,correct_pole,inner_token,outer_token,logp_inner,logp_outer,margin_inner,margin_correct,says_inner,correct,argmax_token,argmax_is_a_choice,n_prompt_tokens,question_text
deepseek-coder-1.3b,base_0088,test,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2877628803253174,-0.6470834612846375,-0.6406794190406799,0.6406794190406799,0,1,637,1,34,"
# Question: is k shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0088,test,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2815170288085938,-0.6507954597473145,-0.6307215690612793,-0.6307215690612793,0,0,637,1,34,"
# Question: is k shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0088,test,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8257361650466919,-1.231890320777893,0.40615415573120117,-0.40615415573120117,1,0,637,1,36,"
# Question: does f return the k from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0088,test,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.7704738974571228,-1.292510986328125,0.5220370888710022,0.5220370888710022,1,1,637,1,36,"
# Question: does f return the k from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0088,test,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.7936981320381165,-1.2611076831817627,0.46740955114364624,-0.46740955114364624,1,0,637,1,36,"
# Question: does f return the k from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0088,test,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.7586283087730408,-1.312986135482788,0.5543578267097473,0.5543578267097473,1,1,637,1,36,"
# Question: does f return the k from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0088,test,ab,source,ab_source,value,direct,value/direct,value,outer,17,19,-3.0481438636779785,-0.30393457412719727,-2.7442092895507812,2.7442092895507812,0,1,19,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0088,test,ab,target,ab_target,value,direct,value/direct,value,inner,17,19,-0.7144128680229187,-0.7356874346733093,0.021274566650390625,0.021274566650390625,1,1,17,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0088,test,ba,source,ba_source,value,direct,value/direct,value,outer,19,17,-2.7210488319396973,-0.3310036361217499,-2.3900451958179474,2.3900451958179474,0,1,17,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0088,test,ba,target,ba_target,value,direct,value/direct,value,inner,19,17,-1.0205869674682617,-0.49774080514907837,-0.5228461623191833,-0.5228461623191833,0,0,17,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0089,test,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-1.8472061157226562,-1.6164932250976562,-0.230712890625,0.230712890625,0,1,4871,1,35,"
# Question: does f return the j assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0089,test,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-1.760766863822937,-1.4994391202926636,-0.26132774353027344,-0.26132774353027344,0,0,4871,1,35,"
# Question: does f return the j assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0089,test,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-1.877416729927063,-1.6090260744094849,-0.2683906555175781,0.2683906555175781,0,1,4871,1,35,"
# Question: does f return the j assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0089,test,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-1.839022159576416,-1.4689545631408691,-0.3700675964355469,-0.3700675964355469,0,0,4871,1,35,"
# Question: does f return the j assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0089,test,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.9759242534637451,-2.5586936473846436,1.5827693939208984,-1.5827693939208984,1,0,4640,1,35,"
# Question: does f return the j assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0089,test,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.959837794303894,-2.328597068786621,1.368759274482727,1.368759274482727,1,1,4640,1,35,"
# Question: does f return the j assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0089,test,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.9883400797843933,-2.542836904525757,1.5544968247413635,-1.5544968247413635,1,0,4640,1,35,"
# Question: does f return the j assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0089,test,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.9876113533973694,-2.300485134124756,1.3128737807273865,1.3128737807273865,1,1,4640,1,35,"
# Question: does f return the j assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0089,test,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.49312034249305725,-1.2231427431106567,0.7300224006175995,-0.7300224006175995,1,0,9526,1,35,"
# Question: does f return the inner j or the outer j? Answer: the"
deepseek-coder-1.3b,base_0089,test,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.42640921473503113,-1.3571972846984863,0.9307880699634552,0.9307880699634552,1,1,9526,1,35,"
# Question: does f return the inner j or the outer j? Answer: the"
deepseek-coder-1.3b,base_0089,test,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.49901294708251953,-1.22544527053833,0.7264323234558105,-0.7264323234558105,1,0,9526,1,35,"
# Question: does f return the inner j or the outer j? Answer: the"
deepseek-coder-1.3b,base_0089,test,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.43698248267173767,-1.3506535291671753,0.9136710464954376,0.9136710464954376,1,1,9526,1,35,"
# Question: does f return the inner j or the outer j? Answer: the"
deepseek-coder-1.3b,base_0089,test,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.32889440655708313,-1.5987555980682373,1.2698611915111542,-1.2698611915111542,1,0,9526,1,35,"
# Question: does f return the outer j or the inner j? Answer: the"
deepseek-coder-1.3b,base_0089,test,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.3448925316333771,-1.5222148895263672,1.1773223578929901,1.1773223578929901,1,1,9526,1,35,"
# Question: does f return the outer j or the inner j? Answer: the"
deepseek-coder-1.3b,base_0089,test,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.3245341181755066,-1.6220848560333252,1.2975507378578186,-1.2975507378578186,1,0,9526,1,35,"
# Question: does f return the outer j or the inner j? Answer: the"
deepseek-coder-1.3b,base_0089,test,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.3136194944381714,-1.6319478750228882,1.3183283805847168,1.3183283805847168,1,1,9526,1,35,"
# Question: does f return the outer j or the inner j? Answer: the"
deepseek-coder-1.3b,base_0089,test,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.894720733165741,-1.972435712814331,1.07771497964859,-1.07771497964859,1,0,2291,1,33,"
# Question: is the j returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0089,test,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.871299684047699,-2.042276382446289,1.17097669839859,1.17097669839859,1,1,2291,1,33,"
# Question: is the j returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0089,test,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.8670762181282043,-2.000720262527466,1.1336440443992615,-1.1336440443992615,1,0,2291,1,33,"
# Question: is the j returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0089,test,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.8845792412757874,-2.0178933143615723,1.133314073085785,1.133314073085785,1,1,2291,1,33,"
# Question: is the j returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0089,test,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7162282466888428,-2.58170485496521,1.8654766082763672,-1.8654766082763672,1,0,2291,1,33,"
# Question: is the j returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0089,test,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.6735081076622009,-2.739563465118408,2.0660553574562073,2.0660553574562073,1,1,2291,1,33,"
# Question: is the j returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0089,test,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.6993167400360107,-2.5718467235565186,1.8725299835205078,-1.8725299835205078,1,0,2291,1,33,"
# Question: is the j returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0089,test,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.6668606996536255,-2.7603187561035156,2.09345805644989,2.09345805644989,1,1,2291,1,33,"
# Question: is the j returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0089,test,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2801189422607422,-0.636833667755127,-0.6432852745056152,0.6432852745056152,0,1,637,1,34,"
# Question: is j shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0089,test,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.3252675533294678,-0.6326492428779602,-0.6926183104515076,-0.6926183104515076,0,0,637,1,34,"
# Question: is j shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0089,test,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2730138301849365,-0.6352073550224304,-0.6378064751625061,0.6378064751625061,0,1,637,1,34,"
# Question: is j shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0089,test,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.3155099153518677,-0.6338292360305786,-0.6816806793212891,-0.6816806793212891,0,0,637,1,34,"
# Question: is j shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0089,test,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.7916280627250671,-1.2438666820526123,0.45223861932754517,-0.45223861932754517,1,0,637,1,36,"
# Question: does f return the j from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0089,test,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.7724998593330383,-1.297300100326538,0.5248002409934998,0.5248002409934998,1,1,637,1,36,"
# Question: does f return the j from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0089,test,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.7859102487564087,-1.2267638444900513,0.4408535957336426,-0.4408535957336426,1,0,637,1,36,"
# Question: does f return the j from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0089,test,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.7687479257583618,-1.2964216470718384,0.5276737213134766,0.5276737213134766,1,1,637,1,36,"
# Question: does f return the j from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0089,test,ab,source,ab_source,value,direct,value/direct,value,outer,18,19,-2.4216268062591553,-0.6164472699165344,-1.8051795363426208,1.8051795363426208,0,1,19,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0089,test,ab,target,ab_target,value,direct,value/direct,value,inner,18,19,-0.4476868808269501,-1.112579107284546,0.6648922264575958,0.6648922264575958,1,1,18,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0089,test,ba,source,ba_source,value,direct,value/direct,value,outer,19,18,-1.3800439834594727,-0.5291147232055664,-0.8509292602539062,0.8509292602539062,0,1,18,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0089,test,ba,target,ba_target,value,direct,value/direct,value,inner,19,18,-0.20603445172309875,-1.7768440246582031,1.5708095729351044,1.5708095729351044,1,1,19,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0090,test,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-1.6383451223373413,-1.4359411001205444,-0.20240402221679688,0.20240402221679688,0,1,4871,1,35,"
# Question: does f return the r assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0090,test,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-1.5708763599395752,-1.4729130268096924,-0.09796333312988281,-0.09796333312988281,0,0,4871,1,35,"
# Question: does f return the r assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0090,test,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-1.637274146080017,-1.4335216283798218,-0.2037525177001953,0.2037525177001953,0,1,4871,1,35,"
# Question: does f return the r assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0090,test,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-1.6360788345336914,-1.4403810501098633,-0.19569778442382812,-0.19569778442382812,0,0,4871,1,35,"
# Question: does f return the r assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0090,test,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8018847107887268,-2.521273612976074,1.7193889021873474,-1.7193889021873474,1,0,4640,1,35,"
# Question: does f return the r assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0090,test,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.8010990619659424,-2.444047212600708,1.6429481506347656,1.6429481506347656,1,1,4640,1,35,"
# Question: does f return the r assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0090,test,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.7921764254570007,-2.512446641921997,1.7202702164649963,-1.7202702164649963,1,0,4640,1,35,"
# Question: does f return the r assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0090,test,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.8173351287841797,-2.404338836669922,1.5870037078857422,1.5870037078857422,1,1,4640,1,35,"
# Question: does f return the r assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0090,test,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5932197570800781,-1.0407686233520508,0.44754886627197266,-0.44754886627197266,1,0,9526,1,35,"
# Question: does f return the inner r or the outer r? Answer: the"
deepseek-coder-1.3b,base_0090,test,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.5172310471534729,-1.1399273872375488,0.6226963400840759,0.6226963400840759,1,1,9526,1,35,"
# Question: does f return the inner r or the outer r? Answer: the"
deepseek-coder-1.3b,base_0090,test,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5834743976593018,-1.0594666004180908,0.47599220275878906,-0.47599220275878906,1,0,9526,1,35,"
# Question: does f return the inner r or the outer r? Answer: the"
deepseek-coder-1.3b,base_0090,test,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.5205267667770386,-1.1485952138900757,0.6280684471130371,0.6280684471130371,1,1,9526,1,35,"
# Question: does f return the inner r or the outer r? Answer: the"
deepseek-coder-1.3b,base_0090,test,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.6569286584854126,-0.8992205858230591,0.24229192733764648,-0.24229192733764648,1,0,9526,1,35,"
# Question: does f return the outer r or the inner r? Answer: the"
deepseek-coder-1.3b,base_0090,test,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.4887230396270752,-1.1419329643249512,0.653209924697876,0.653209924697876,1,1,9526,1,35,"
# Question: does f return the outer r or the inner r? Answer: the"
deepseek-coder-1.3b,base_0090,test,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.6235124468803406,-0.9448868632316589,0.32137441635131836,-0.32137441635131836,1,0,9526,1,35,"
# Question: does f return the outer r or the inner r? Answer: the"
deepseek-coder-1.3b,base_0090,test,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.4947448670864105,-1.1407655477523804,0.6460206806659698,0.6460206806659698,1,1,9526,1,35,"
# Question: does f return the outer r or the inner r? Answer: the"
deepseek-coder-1.3b,base_0090,test,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9377076029777527,-1.933175802230835,0.9954681992530823,-0.9954681992530823,1,0,2291,1,33,"
# Question: is the r returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0090,test,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.8775575160980225,-1.974029302597046,1.0964717864990234,1.0964717864990234,1,1,2291,1,33,"
# Question: is the r returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0090,test,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9628840684890747,-1.907654881477356,0.9447708129882812,-0.9447708129882812,1,0,2291,1,33,"
# Question: is the r returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0090,test,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.9297733306884766,-1.9671440124511719,1.0373706817626953,1.0373706817626953,1,1,2291,1,33,"
# Question: is the r returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0090,test,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7729858160018921,-2.442295551300049,1.6693097352981567,-1.6693097352981567,1,0,2291,1,33,"
# Question: is the r returned by f global or local? Answer:"
